artist,title,sanitized_title,title_signature,top_position,first_week
JANE WIEDLIN,RUSH HOUR,RUSH HOUR,"(4, 4)",12,1988-08-14
JANE'S ADDICTION,BEEN CAUGHT STEALING,BEEN CAUGHT STEALING,"(4, 6, 8)",34,1991-03-17
JANE'S ADDICTION,JUST BECAUSE,JUST BECAUSE,"(4, 7)",14,2003-07-20
JANET FT Q-TIP & JONI MITCHELL,GOT 'TIL IT'S GONE,GOT TIL ITS GONE,"(3, 3, 3, 4)",6,1997-09-28
JANET JACKSON,AGAIN,AGAIN,"(5,)",6,1993-11-14
JANET JACKSON,ALL FOR YOU,ALL FOR YOU,"(3, 3, 3)",3,2001-04-15
JANET JACKSON,ALL NITE (DON'T STOP)/I WANT YOU,ALL NITE I WANT YOU,"(3, 4, 1, 4, 3)",19,2004-06-13
JANET JACKSON,ALRIGHT,ALRIGHT,"(7,)",20,1990-07-01
JANET JACKSON,"ANY TIME, ANY PLACE",ANY TIME ANY PLACE,"(3, 4, 3, 5)",13,1994-06-12
JANET JACKSON,BECAUSE OF LOVE,BECAUSE OF LOVE,"(7, 2, 4)",19,1994-03-06
JANET JACKSON,BLACK CAT,BLACK CAT,"(5, 3)",15,1990-09-02
JANET JACKSON,COME BACK TO ME,COME BACK TO ME,"(4, 4, 2, 2)",20,1990-01-28
JANET JACKSON,DOESN'T REALLY MATTER,DOESNT REALLY MATTER,"(6, 6, 6)",5,2000-08-13
JANET JACKSON,ESCAPADE,ESCAPADE,"(8,)",17,1990-03-25
JANET JACKSON,GO DEEP,GO DEEP,"(2, 4)",13,1998-06-21
JANET JACKSON,I GET LONELY,I GET LONELY,"(1, 3, 6)",5,1998-03-29
JANET JACKSON,IF,IF,"(2,)",14,1993-07-25
JANET JACKSON,JUST A LITTLE WHILE,JUST A LITTLE WHILE,"(4, 1, 6, 5)",15,2004-04-18
JANET JACKSON,LET'S WAIT A WHILE,LETS WAIT A WHILE,"(4, 4, 1, 5)",3,1987-03-15
JANET JACKSON,LOVE WILL NEVER DO (WITHOUT YOU),LOVE WILL NEVER DO,"(4, 4, 5, 2)",34,1990-10-21
JANET JACKSON,MISS YOU MUCH,MISS YOU MUCH,"(4, 3, 4)",22,1989-08-27
JANET JACKSON,NASTY,NASTY,"(5,)",19,1986-06-01
JANET JACKSON,RHYTHM NATION,RHYTHM NATION,"(6, 6)",23,1989-11-05
JANET JACKSON,RUNAWAY,RUNAWAY,"(7,)",6,1995-09-17
JANET JACKSON,SOMEONE TO CALL MY LOVER,SOMEONE TO CALL MY LOVER,"(7, 2, 4, 2, 5)",11,2001-08-05
JANET JACKSON,THAT'S THE WAY LOVE GOES,THATS THE WAY LOVE GOES,"(5, 3, 3, 4, 4)",2,1993-05-02
JANET JACKSON,THE PLEASURE PRINCIPLE,THE PLEASURE PRINCIPLE,"(3, 8, 9)",24,1987-06-07
JANET JACKSON,TOGETHER AGAIN,TOGETHER AGAIN,"(8, 5)",4,1997-12-07
JANET JACKSON,TWENTY FOREPLAY,TWENTY FOREPLAY,"(6, 8)",22,1996-03-31
JANET JACKSON,WHAT HAVE YOU DONE FOR ME LATELY,WHAT HAVE YOU DONE FOR ME LATELY,"(4, 4, 3, 4, 3, 2, 6)",3,1986-04-06
JANET JACKSON,WHEN I THINK OF YOU,WHEN I THINK OF YOU,"(4, 1, 5, 2, 3)",10,1986-08-10
JANET JACKSON,WHOOPS NOW/WHAT'LL I DO,WHOOPS NOWWHATLL I DO,"(6, 9, 1, 2)",9,1995-03-12
JANET JACKSON,YOU WANT THIS,YOU WANT THIS,"(3, 4, 4)",14,1994-11-20
JANET JACKSON & NELLY,CALL ON ME,CALL ON ME,"(4, 2, 2)",18,2006-09-24
JANET JACKSON FT CARLY SIMON,SON OF A GUN (I BETCHA THINK THIS SONG),SON OF A GUN,"(3, 2, 1, 3)",13,2001-12-16
JANET KAY,SILLY GAMES,SILLY GAMES,"(5, 5)",2,1979-06-17
JANN ARDEN,INSENSITIVE,INSENSITIVE,"(11,)",40,1996-07-07
JANOSKIANS,REAL GIRLS EAT CAKE,REAL GIRLS EAT CAKE,"(4, 5, 3, 4)",37,2014-05-18
JAPAN,ALL TOMORROW'S PARTIES,ALL TOMORROWS PARTIES,"(3, 9, 7)",38,1983-03-13
JAPAN,CANTONESE BOY,CANTONESE BOY,"(9, 3)",24,1982-05-16
JAPAN,EUROPEAN SON,EUROPEAN SON,"(8, 3)",31,1982-01-24
JAPAN,GHOSTS,GHOSTS,"(6,)",5,1982-03-21
JAPAN,I SECOND THAT EMOTION,I SECOND THAT EMOTION,"(1, 6, 4, 7)",9,1982-07-04
JAPAN,LIFE IN TOKYO,LIFE IN TOKYO,"(4, 2, 5)",28,1982-10-10
JAPAN,NIGHTPORTER,NIGHTPORTER,"(11,)",29,1982-11-21
JAPAN,QUIET LIFE,QUIET LIFE,"(5, 4)",19,1981-09-20
JAPAN,VISIONS OF CHINA,VISIONS OF CHINA,"(7, 2, 5)",32,1981-11-08
JARVIS COCKER,DON'T LET HIM WASTE YOUR TIME,DONT LET HIM WASTE YOUR TIME,"(4, 3, 3, 5, 4, 4)",36,2007-01-14
JASMINE THOMPSON,AIN'T NOBODY,AINT NOBODY,"(4, 6)",32,2013-10-06
JASON DERULO,BREATHING,BREATHING,"(9,)",25,2012-02-26
JASON DERULO,DON'T WANNA GO HOME,DONT WANNA GO HOME,"(4, 5, 2, 4)",1,2011-06-26
JASON DERULO,FIGHT FOR YOU,FIGHT FOR YOU,"(5, 3, 3)",15,2011-12-04
JASON DERULO,GET UGLY,GET UGLY,"(3, 4)",12,2016-01-29
JASON DERULO,IF I'M LUCKY,IF IM LUCKY,"(2, 2, 5)",28,2017-09-08
JASON DERULO,IN MY HEAD,IN MY HEAD,"(2, 2, 4)",1,2010-02-28
JASON DERULO,IT GIRL,IT GIRL,"(2, 4)",4,2011-09-25
JASON DERULO,RIDIN' SOLO,RIDIN SOLO,"(5, 4)",2,2010-05-02
JASON DERULO,TAKE YOU DANCING,TAKE YOU DANCING,"(4, 3, 7)",7,2020-08-14
JASON DERULO,THE OTHER SIDE,THE OTHER SIDE,"(3, 5, 4)",2,2013-06-23
JASON DERULO,TRUMPETS,TRUMPETS,"(8,)",4,2013-12-01
JASON DERULO,WANT TO WANT ME,WANT TO WANT ME,"(4, 2, 4, 2)",1,2015-05-31
JASON DERULO,WHAT IF,WHAT IF,"(4, 2)",12,2010-07-18
JASON DERULO,WHATCHA SAY,WHATCHA SAY,"(7, 3)",3,2009-11-22
JASON DERULO & NUKA,LOVE NOT WAR (THE TAMPA BEAT),LOVE NOT WAR,"(4, 3, 3)",26,2021-01-08
JASON DERULO FT 2 CHAINZ,TALK DIRTY,TALK DIRTY,"(4, 5)",1,2013-09-22
JASON DERULO FT FRENCH MONTANA,TIP TOE,TIP TOE,"(3, 3)",5,2017-11-24
JASON DERULO FT SNOOP DOGG,WIGGLE,WIGGLE,"(6,)",8,2014-05-11
JASON DERULO/NICKI MINAJ/TY,SWALLA,SWALLA,"(6,)",6,2017-04-07
JASON DONOVAN,ANOTHER NIGHT,ANOTHER NIGHT,"(7, 5)",18,1990-06-24
JASON DONOVAN,ANY DREAM WILL DO,ANY DREAM WILL DO,"(3, 5, 4, 2)",1,1991-06-16
JASON DONOVAN,AS TIME GOES BY,AS TIME GOES BY,"(2, 4, 4, 2)",26,1992-11-22
JASON DONOVAN,EVERY DAY (I LOVE YOU MORE),EVERY DAY,"(5, 3)",2,1989-09-03
JASON DONOVAN,HANG ON TO YOUR LOVE,HANG ON TO YOUR LOVE,"(4, 2, 2, 4, 4)",8,1990-04-01
JASON DONOVAN,HAPPY TOGETHER,HAPPY TOGETHER,"(5, 8)",10,1991-08-18
JASON DONOVAN,I'M DOING FINE,IM DOING FINE,"(2, 5, 4)",22,1990-10-21
JASON DONOVAN,MISSION OF LOVE,MISSION OF LOVE,"(7, 2, 4)",26,1992-07-12
JASON DONOVAN,NOTHING CAN DIVIDE US,NOTHING CAN DIVIDE US,"(7, 3, 6, 2)",5,1988-09-04
JASON DONOVAN,RHYTHM OF THE RAIN,RHYTHM OF THE RAIN,"(6, 2, 3, 4)",9,1990-08-26
JASON DONOVAN,RSVP,RSVP,"(4,)",17,1991-05-12
JASON DONOVAN,SEALED WITH A KISS,SEALED WITH A KISS,"(6, 4, 1, 4)",1,1989-06-04
JASON DONOVAN,THE JOSEPH MEGA-REMIX,THE JOSEPH MEGAREMIX,"(3, 6, 9)",13,1991-12-01
JASON DONOVAN,TOO MANY BROKEN HEARTS,TOO MANY BROKEN HEARTS,"(3, 4, 6, 6)",1,1989-02-26
JASON DONOVAN,WHEN YOU COME BACK TO ME,WHEN YOU COME BACK TO ME,"(4, 3, 4, 4, 2, 2)",2,1989-12-03
JASON DOWNS FT MILK,WHITE BOY WITH A FEATHER,WHITE BOY WITH A FEATHER,"(5, 3, 4, 1, 7)",19,2001-05-06
JASON MRAZ,I WON'T GIVE UP,I WONT GIVE UP,"(1, 4, 4, 2)",11,2012-03-18
JASON MRAZ,I'M YOURS,IM YOURS,"(2, 5)",11,2009-01-11
JASON NEVINS VS CYPRESS HILL,INSANE IN THE BRAIN,INSANE IN THE BRAIN,"(6, 2, 3, 5)",19,1999-06-20
JASPER CARROTT,FUNKY MOPED/MAGIC ROUNDABOUT,FUNKY MOPEDMAGIC ROUNDABOUT,"(5, 10, 10)",5,1975-08-24
JAVELLS AND NOSMO KING,GOODBYE NOTHING TO SAY,GOODBYE NOTHING TO SAY,"(7, 7, 2, 3)",26,1974-11-10
JAVINE,BEST OF MY LOVE,BEST OF MY LOVE,"(4, 2, 2, 4)",18,2004-06-20
JAVINE,DON'T WALK AWAY,DONT WALK AWAY,"(4, 4, 4)",16,2004-08-15
JAVINE,REAL THINGS,REAL THINGS,"(4, 6)",4,2003-07-13
JAVINE,SURRENDER (YOUR LOVE),SURRENDER,"(9,)",15,2003-11-16
JAVINE,TOUCH MY FIRE,TOUCH MY FIRE,"(5, 2, 4)",18,2005-05-22
JAWSH 685 & JASON DERULO,SAVAGE LOVE (LAXED - SIREN BEAT),SAVAGE LOVE,"(6, 4)",1,2020-06-19
JAX JONES & BEBE REXHA,HARDER,HARDER,"(6,)",23,2019-08-09
JAX JONES FT AU/RA,I MISS U,I MISS U,"(1, 4, 1)",25,2020-10-23
JAX JONES FT ELLA HENDERSON,THIS IS REAL,THIS IS REAL,"(4, 2, 4)",9,2019-10-25
JAX JONES FT INA WROLDSEN,BREATHE,BREATHE,"(7,)",7,2018-01-05
JAX JONES FT MNEK,WHERE DID YOU GO,WHERE DID YOU GO,"(5, 3, 3, 2)",7,2022-02-11
JAX JONES FT RAYE,YOU DON'T KNOW ME,YOU DONT KNOW ME,"(3, 4, 4, 2)",3,2017-01-06
JAX JONES/DEMI LOVATO/STEFFLON,INSTRUCTION,INSTRUCTION,"(11,)",13,2017-07-14
JAX JONES/MABEL/RICH THE KID,RING RING,RING RING,"(4, 4)",12,2018-06-29
JAX JONES/MARTIN SOLVEIG/BEER,ALL DAY AND NIGHT,ALL DAY AND NIGHT,"(3, 3, 3, 5)",10,2019-04-12
JAX JONES/SOLVEIG/RAYE/EUROPA,TEQUILA,TEQUILA,"(7,)",21,2020-03-20
JAX JONES/YEARS & YEARS,PLAY,PLAY,"(4,)",8,2019-01-04
JAY SEAN,MAYBE,MAYBE,"(5,)",19,2008-05-04
JAY SEAN,RIDE IT,RIDE IT,"(4, 2)",11,2008-01-27
JAY SEAN,STOLEN,STOLEN,"(6,)",4,2004-10-31
JAY SEAN,TONIGHT,TONIGHT,"(7,)",23,2009-01-25
JAY SEAN FT LIL WAYNE,DOWN,DOWN,"(4,)",3,2009-11-01
JAY SEAN FT NICKI MINAJ,2012 (IT AIN'T THE END),2012,"(4,)",9,2010-10-24
JAY SEAN FT RISHI RICH PROJECT,EYES ON YOU,EYES ON YOU,"(4, 2, 3)",6,2004-06-27
JAY SEAN/SEAN PAUL/LIL JON,DO YOU REMEMBER,DO YOU REMEMBER,"(2, 3, 8)",13,2010-01-31
JAY-Z,99 PROBLEMS,99 PROBLEMS,"(2, 8)",35,2008-07-06
JAY-Z,99 PROBLEMS/DIRT OFF YOUR SHOULDER,99 PROBLEMSDIRT OFF YOUR SHOULDER,"(2, 12, 3, 4, 8)",12,2004-05-16
JAY-Z,ANYTHING,ANYTHING,"(8,)",18,2000-02-20
JAY-Z,BIG PIMPIN',BIG PIMPIN,"(3, 6)",29,2000-06-18
JAY-Z,CHANGE CLOTHES,CHANGE CLOTHES,"(6, 7)",32,2003-12-14
JAY-Z,EXCUSE ME MISS,EXCUSE ME MISS,"(6, 2, 4)",17,2003-04-20
JAY-Z,GIRLS GIRLS GIRLS,GIRLS GIRLS GIRLS,"(5, 5, 5)",11,2002-01-13
JAY-Z,HARD KNOCK LIFE (GHETTO ANTHEM),HARD KNOCK LIFE,"(4, 5, 4)",2,1998-12-06
JAY-Z,I JUST WANNA LOVE U (GIVE IT 2 ME),I JUST WANNA LOVE U,"(1, 4, 5, 4, 1)",17,2000-12-10
JAY-Z,IZZO (H.O.V.A.),IZZO,"(4,)",21,2001-10-21
JAY-Z,SHOW ME WHAT YOU GOT,SHOW ME WHAT YOU GOT,"(4, 2, 4, 3, 3)",38,2006-12-10
JAY-Z & KANYE WEST,N****S IN PARIS,NS IN PARIS,"(2, 2, 5)",10,2012-02-26
JAY-Z & LINKIN PARK,NUMB/ENCORE,NUMBENCORE,"(10,)",14,2004-11-28
JAY-Z FEAT BLACKSTREET,THE CITY IS MINE,THE CITY IS MINE,"(3, 4, 2, 4)",38,1998-06-21
JAY-Z FEAT FOXY BROWN,AIN'T NO PLAYA,AINT NO PLAYA,"(4, 2, 5)",31,1997-05-04
JAY-Z FEAT GWEN DICKEY,WISHING ON A STAR,WISHING ON A STAR,"(7, 2, 1, 4)",13,1998-02-08
JAY-Z FT ALICIA KEYS,EMPIRE STATE OF MIND,EMPIRE STATE OF MIND,"(6, 5, 2, 4)",2,2009-09-20
JAY-Z FT AMIL/JA RULE,CAN I GET A ...,CAN I GET A,"(3, 1, 3, 1)",24,1999-03-07
JAY-Z FT BABYFACE & FOXY BROWN,SUNSHINE,SUNSHINE,"(8,)",25,1997-10-19
JAY-Z FT BEYONCE KNOWLES,03 BONNIE & CLYDE,03 BONNIE  CLYDE,"(2, 6, 0, 5)",2,2003-01-26
JAY-Z FT JUSTIN TIMBERLAKE,HOLY GRAIL,HOLY GRAIL,"(4, 5)",7,2013-07-14
JAY-Z FT KANYE WEST/LIL WAYNE,SWAGGA LIKE US,SWAGGA LIKE US,"(6, 4, 2)",33,2008-09-21
JAY-Z FT MARY J BLIGE,CAN'T KNOCK THE HUSTLE,CANT KNOCK THE HUSTLE,"(4, 5, 3, 6)",30,1997-02-23
JAY-Z FT MR HUDSON,YOUNG FOREVER,YOUNG FOREVER,"(5, 7)",10,2009-09-20
JAY-Z FT RIHANNA & KANYE WEST,RUN THIS TOWN,RUN THIS TOWN,"(3, 4, 4)",1,2009-09-06
JAY-Z FT SWIZZ BEATZ,ON TO THE NEXT ONE,ON TO THE NEXT ONE,"(2, 2, 3, 4, 3)",38,2010-04-18
JAY-Z/KANYE WEST/FRANK,NO CHURCH IN THE WILD,NO CHURCH IN THE WILD,"(2, 6, 2, 3, 4)",37,2012-07-01
JAY-Z/KANYE WEST/OTIS REDDING,OTIS,OTIS,"(4,)",28,2011-08-07
JAY1,MOCKING IT,MOCKING IT,"(7, 2)",19,2019-06-28
JAY1,YOUR MRS,YOUR MRS,"(4, 3)",18,2019-04-05
JAYDEE,PLASTIC DREAMS,PLASTIC DREAMS,"(7, 6)",18,1997-09-14
JAZZY JEFF & FRESH PRINCE,BOOM! SHAKE THE ROOM,BOOM SHAKE THE ROOM,"(4, 5, 3, 4)",40,1995-11-26
JAZZY JEFF & FRESH PRINCE,CAN'T WAIT TO BE WITH YOU,CANT WAIT TO BE WITH YOU,"(4, 4, 2, 2, 4, 3)",29,1994-02-13
JAZZY JEFF & FRESH PRINCE,LOVELY DAZE,LOVELY DAZE,"(6, 4)",37,1998-07-05
JC CHASEZ,SOME GIRLS/BLOWIN' ME UP,SOME GIRLSBLOWIN ME UP,"(4, 11, 2, 2)",13,2004-04-18
JEALOUSY,LUCY,LUCY,"(4,)",30,2006-09-10
JEAN JACQUES SMOOTHIE,2 PEOPLE,2 PEOPLE,"(1, 6)",12,2001-10-07
JEAN MICHEL JARRE,OXYGENE 10,OXYGENE 10,"(7, 2)",21,1997-06-29
JEAN MICHEL JARRE,OXYGENE 8,OXYGENE 8,"(7, 1)",17,1997-03-16
JEAN MICHEL JARRE & APOLLO 440,RENDEZ-VOUS 98,RENDEZVOUS 98,"(10, 2)",12,1998-07-05
JEAN MICHEL JARRE FT NATACHA..,C'EST LA VIE,CEST LA VIE,"(4, 2, 3)",40,2000-02-20
JEAN-MICHEL JARRE,OXYGENE PART IV,OXYGENE PART IV,"(7, 4, 2)",4,1977-08-21
JEANNIE C RILEY,HARPER VALLEY P.T.A.,HARPER VALLEY PTA,"(6, 6, 3)",12,1968-10-23
JEDWARD,LIPSTICK,LIPSTICK,"(8,)",40,2011-05-22
JEDWARD FT VANILLA ICE,UNDER PRESSURE (ICE ICE BABY),UNDER PRESSURE,"(5, 8)",2,2010-02-07
JEFF BECK,HI HO SILVER LINING,HI HO SILVER LINING,"(2, 2, 6, 6)",14,1967-04-13
JEFF BECK,HI-HO SILVER LINING {1972},HIHO SILVER LINING,"(4, 6, 6)",17,1972-10-29
JEFF BECK,LOVE IS BLUE,LOVE IS BLUE,"(4, 2, 4)",23,1968-03-06
JEFF BECK,TALLYMAN,TALLYMAN,"(8,)",30,1967-08-09
JEFF BECK AND ROD STEWART,I'VE BEEN DRINKING,IVE BEEN DRINKING,"(3, 4, 8)",27,1973-05-06
JEFF BUCKLEY,HALLELUJAH,HALLELUJAH,"(10,)",2,2008-12-14
JEFF COLLINS,ONLY YOU,ONLY YOU,"(4, 3)",40,1972-11-26
JEFF WAYNE,EVE OF THE WAR,EVE OF THE WAR,"(3, 2, 3, 3)",36,1978-09-24
JEFF WAYNE,EVE OF THE WAR (BEN LIEBRAND REMIX),EVE OF THE WAR,"(3, 2, 3, 3)",3,1989-11-19
JEFFERSON,COLOUR OF MY LOVE,COLOUR OF MY LOVE,"(6, 2, 2, 4)",22,1969-04-16
JEFFERSON STARSHIP,JANE,JANE,"(4,)",21,1980-01-27
JEFFREY OSBORNE,ON THE WINGS OF LOVE,ON THE WINGS OF LOVE,"(2, 3, 5, 2, 4)",11,1984-07-15
JEFFREY OSBORNE,STAY WITH ME TONIGHT,STAY WITH ME TONIGHT,"(4, 4, 2, 7)",18,1984-04-29
JELLYBEAN,JINGO,JINGO,"(5,)",12,1987-12-13
JELLYBEAN FEATURING ADELE BERTEI,JUST A MIRAGE FT ADELE BERTEI,JUST A MIRAGE FT ADELE BERTEI,"(4, 1, 6, 2, 5, 6)",13,1988-03-20
JELLYBEAN FEATURING ELISA FIORILLO,WHO FOUND WHO FT ELISA FIORILLO,WHO FOUND WHO FT ELISA FIORILLO,"(3, 5, 3, 2, 5, 8)",10,1987-11-22
JELLYBEAN FEATURING STEVEN DANTE,THE REAL THING FT STEVEN DANTE,THE REAL THING FT STEVEN DANTE,"(3, 4, 5, 2, 6, 5)",13,1987-09-27
JELLYFISH,THE KING IS HALF UNDRESSED,THE KING IS HALF UNDRESSED,"(3, 4, 2, 4, 9)",39,1991-02-10
JEM,JUST A RIDE,JUST A RIDE,"(4, 1, 4)",16,2005-06-19
JEM,THEY,THEY,"(4,)",6,2005-03-20
JEM,WISH I,WISH I,"(4, 1)",24,2005-09-18
JEMINI,CRY BABY,CRY BABY,"(3, 4)",15,2003-06-01
JENKINS/WEST/JONES/GIBB,ISLANDS IN THE STREAM,ISLANDS IN THE STREAM,"(7, 2, 3, 6)",1,2009-03-15
JENNIFER ELLISON,BABY I DON'T CARE,BABY I DONT CARE,"(4, 1, 4, 4)",6,2003-06-22
JENNIFER ELLISON,BYE BYE BOY,BYE BYE BOY,"(3, 3, 3)",13,2004-08-01
JENNIFER HOLLIDAY,AND I'M TELLING YOU I'M NOT GOING,AND IM TELLING YOU IM NOT GOING,"(3, 2, 7, 3, 2, 3, 5)",32,1982-09-12
JENNIFER HUDSON,AND I AM TELLING YOU I'M NOT GOING,AND I AM TELLING YOU IM NOT GOING,"(3, 1, 2, 7, 3, 2, 3, 5)",32,2009-10-18
JENNIFER HUDSON,IF THIS ISN'T LOVE,IF THIS ISNT LOVE,"(2, 4, 4, 4)",37,2009-03-29
JENNIFER HUDSON,SPOTLIGHT,SPOTLIGHT,"(9,)",11,2008-09-21
JENNIFER LOPEZ,AIN'T IT FUNNY,AINT IT FUNNY,"(4, 2, 5)",3,2001-08-12
JENNIFER LOPEZ,BABY I LOVE U,BABY I LOVE U,"(4, 1, 4, 1)",3,2004-03-14
JENNIFER LOPEZ,DO IT WELL,DO IT WELL,"(2, 2, 4)",11,2007-09-30
JENNIFER LOPEZ,FEELIN' SO GOOD,FEELIN SO GOOD,"(6, 2, 4)",15,2000-03-26
JENNIFER LOPEZ,GET RIGHT,GET RIGHT,"(3, 5)",1,2005-02-20
JENNIFER LOPEZ,I'M GLAD,IM GLAD,"(2, 4)",11,2003-06-15
JENNIFER LOPEZ,I'M GONNA BE ALRIGHT,IM GONNA BE ALRIGHT,"(2, 5, 2, 7)",3,2002-07-07
JENNIFER LOPEZ,I'M REAL,IM REAL,"(2, 4)",4,2001-11-04
JENNIFER LOPEZ,IF YOU HAD MY LOVE,IF YOU HAD MY LOVE,"(2, 3, 3, 2, 4)",4,1999-06-27
JENNIFER LOPEZ,JENNY FROM THE BLOCK,JENNY FROM THE BLOCK,"(5, 4, 3, 5)",3,2002-11-24
JENNIFER LOPEZ,LOVE DON'T COST A THING,LOVE DONT COST A THING,"(4, 4, 4, 1, 5)",1,2001-01-14
JENNIFER LOPEZ,PLAY,PLAY,"(4,)",3,2001-05-06
JENNIFER LOPEZ,WAITING FOR TONIGHT,WAITING FOR TONIGHT,"(7, 3, 7)",5,1999-11-07
JENNIFER LOPEZ FT FAT JOE,HOLD YOU DOWN,HOLD YOU DOWN,"(4, 3, 4)",6,2005-05-22
JENNIFER LOPEZ FT LIL WAYNE,I'M INTO YOU,IM INTO YOU,"(2, 4, 3)",9,2011-05-08
JENNIFER LOPEZ FT LL COOL J,ALL I HAVE,ALL I HAVE,"(3, 1, 4)",2,2003-03-16
JENNIFER LOPEZ FT PITBULL,DANCE AGAIN,DANCE AGAIN,"(5, 5)",11,2012-05-27
JENNIFER LOPEZ FT PITBULL,LIVE IT UP,LIVE IT UP,"(4, 2, 2)",17,2013-06-02
JENNIFER LOPEZ FT PITBULL,ON THE FLOOR,ON THE FLOOR,"(2, 3, 5)",1,2011-04-03
JENNIFER PAIGE,CRUSH,CRUSH,"(5,)",4,1998-09-06
JENNIFER RUSH,RING OF ICE,RING OF ICE,"(4, 2, 3)",14,1985-12-15
JENNIFER RUSH,THE POWER OF LOVE,THE POWER OF LOVE,"(3, 5, 2, 4)",1,1985-09-15
JENTINA,BAD ASS STRIPPA,BAD ASS STRIPPA,"(3, 3, 7)",22,2004-06-27
JENTINA,FRENCH KISSES,FRENCH KISSES,"(6, 6)",20,2004-10-03
JEREMIH,BIRTHDAY SEX,BIRTHDAY SEX,"(8, 3)",15,2009-08-16
JEREMIH FT 50 CENT,DOWN ON ME,DOWN ON ME,"(4, 2, 2)",30,2011-03-13
JEREMIH FT YG,DON'T TELL 'EM,DONT TELL EM,"(4, 4, 2)",5,2014-10-12
JEREMY HEALY & AMOS,ARGENTINA,ARGENTINA,"(9,)",30,1997-05-25
JEREMY HEALY & AMOS,STAMP!,STAMP,"(5,)",11,1996-10-06
JERI SOUTHERN,FIRE DOWN BELOW,FIRE DOWN BELOW,"(4, 4, 5)",22,1957-06-21
JERMAINE JACKSON,BURNIN' HOT,BURNIN HOT,"(6, 3)",32,1980-07-27
JERMAINE JACKSON,DO WHAT YOU DO,DO WHAT YOU DO,"(2, 4, 3, 2)",6,1985-02-24
JERMAINE JACKSON,LET'S GET SERIOUS,LETS GET SERIOUS,"(4, 3, 7)",8,1980-05-11
JERMAINE STEWART,GET LUCKY,GET LUCKY,"(3, 5)",13,1988-04-03
JERMAINE STEWART,SAY IT AGAIN,SAY IT AGAIN,"(3, 2, 5)",7,1988-01-17
JERMAINE STEWART,WE DON'T HAVE TO TAKE OUR CLOTHES OFF,WE DONT HAVE TO TAKE OUR CLOTHES OFF,"(2, 4, 4, 2, 4, 3, 7, 3)",2,1986-08-10
JERRY KELLER,HERE COMES SUMMER,HERE COMES SUMMER,"(4, 5, 6)",1,1959-08-28
JERRY LEE LEWIS,BREATHLESS,BREATHLESS,"(10,)",8,1958-04-11
JERRY LEE LEWIS,CHANTILLY LACE,CHANTILLY LACE,"(9, 4)",33,1972-05-07
JERRY LEE LEWIS,GOOD GOLLY MISS MOLLY,GOOD GOLLY MISS MOLLY,"(4, 5, 4, 5)",31,1963-03-21
JERRY LEE LEWIS,GREAT BALLS OF FIRE,GREAT BALLS OF FIRE,"(5, 5, 2, 4)",1,1957-12-20
JERRY LEE LEWIS,HIGH SCHOOL CONFIDENTIAL,HIGH SCHOOL CONFIDENTIAL,"(4, 6, 12)",12,1959-01-23
JERRY LEE LEWIS,LOVIN' UP A STORM,LOVIN UP A STORM,"(5, 2, 1, 5)",28,1959-05-01
JERRY LEE LEWIS,SWEET LITTLE SIXTEEN,SWEET LITTLE SIXTEEN,"(5, 6, 7)",38,1962-09-13
JERRY LEE LEWIS,WHAT'D I SAY,WHATD I SAY,"(5, 1, 3)",10,1961-05-04
JERRY LEE LEWIS,WHOLE LOTTA SHAKIN' GOIN' ON,WHOLE LOTTA SHAKIN GOIN ON,"(5, 5, 6, 4, 2)",8,1957-09-27
JERRY LEWIS,ROCK-A-BYE YOUR BABY (WITH A DIXIE MELODY),ROCKABYE YOUR BABY,"(8, 4, 4)",12,1957-02-08
JERRY LORDAN,I'LL STAY SINGLE,ILL STAY SINGLE,"(3, 4, 6)",26,1960-01-08
JERRY LORDAN,SING LIKE AN ANGEL,SING LIKE AN ANGEL,"(4, 4, 2, 5)",36,1960-06-02
JERRY LORDAN,WHO COULD BE BLUER,WHO COULD BE BLUER,"(3, 5, 2, 5)",16,1960-02-26
JESS CONRAD,CHERRY PIE,CHERRY PIE,"(6, 3)",39,1960-06-30
JESS CONRAD,MYSTERY GIRL,MYSTERY GIRL,"(7, 4)",18,1961-02-16
JESS GLYNNE,ALL I AM,ALL I AM,"(3, 1, 2)",7,2018-08-24
JESS GLYNNE,DON'T BE SO HARD ON YOURSELF,DONT BE SO HARD ON YOURSELF,"(4, 2, 2, 4, 2, 8)",1,2015-08-21
JESS GLYNNE,HOLD MY HAND,HOLD MY HAND,"(4, 2, 4)",1,2015-03-29
JESS GLYNNE,I'LL BE THERE,ILL BE THERE,"(3, 2, 5)",1,2018-05-11
JESS GLYNNE,RIGHT HERE,RIGHT HERE,"(5, 4)",6,2014-07-13
JESS GLYNNE,TAKE ME HOME,TAKE ME HOME,"(4, 2, 4)",6,2015-11-13
JESS GLYNNE,THIS CHRISTMAS,THIS CHRISTMAS,"(4, 9)",3,2020-12-04
JESS GLYNNE,THURSDAY,THURSDAY,"(8,)",3,2018-10-19
JESS GLYNNE & JAX JONES,ONE TOUCH,ONE TOUCH,"(3, 5)",19,2019-05-31
JESSE GREEN,COME WITH ME,COME WITH ME,"(4, 4, 2)",29,1977-06-12
JESSE GREEN,FLIP,FLIP,"(4,)",26,1977-01-09
JESSE GREEN,NICE AND SLOW,NICE AND SLOW,"(4, 3, 4)",17,1976-08-08
